Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,URL_Type_obf_Type
0,2,11,4,5,4.5454545,2,16,11,0,0,0,0,0,0,0,0,0,0,77,9,60,60,2,2,2,0.77922076,0.025974026,0.22222222,0.116883114,6.6666665,0.033333335,0,-1,1,-1,0.6666667,-1,6,0,-1,0,6,-1,57,8,-1,7,37,-1,51,5,8,7,-1,0,0,3,0,8,-1,0.077922078,0,0,0.117647059,NaN,-1,4,1,1,0,0,-1,0.694327574,0.833333333,0.859793388,0.744293877,0,-1,benign
0,2,13,3.5,4,4.1538463,2,22,6,0,0,0,0,0,0,0,0,0,0,81,8,66,66,2,2,2,0.8148148,0.024691358,0.25,0.09876543,8.25,0.030303031,0,-1,1,-1,0.625,-1,0,0,-1,0,0,-1,65,7,-1,5,49,-1,59,4,8,8,-1,0,0,3,0,10,-1,0,0,0,0,NaN,-1,4,1,1,0,0,-1,0.674861087,0.916666667,0.898226518,0.673678386,0,-1,benign
0,2,9,4.5,6,4.111111,2,13,4,0,0,0,0,0,0,0,0,0,0,62,10,45,45,31,4,2,0.7258065,0.032258064,0.2,0.16129032,4.5,0.044444446,0,-1,2,-1,0.7,-1,5,0,0,5,0,-1,45,9,6,22,4,-1,31,6,8,8,-1,0,0,4,0,5,-1,0.080645161,0,0,0.138888889,0,-1,6,1,2,1,0,-1,0.731394329,0.819382003,0.833333333,0.809207554,1,-1,benign
18,2,7,6,9,7.75,2,21,16,0,0,0,0,0,0,0,0,0,0,81,13,61,61,2,2,26,0.75308645,0.32098764,2,0.16049382,4.6923075,0.4262295,0,-1,2,-1,0.7692308,18,0,0,0,0,0,0,71,12,10,19,26,18,29,9,19,19,18,0,1,3,0,2,1,0,0,0,0,0,0,7,1,1,3,2,1,0.69877574,0.958424899,0.796490491,0.771900592,0.813569049,0.823995394,benign
0,2,8,5.5,8,5.125,2,12,8,0,0,0,0,0,0,0,0,0,0,67,12,48,48,2,2,2,0.7164179,0.029850746,0.16666667,0.17910448,4,0.041666668,0,-1,1,-1,0.75,-1,7,0,0,0,7,-1,49,11,28,6,0,-1,22,8,9,9,-1,0,0,5,0,3,-1,0.104477612,0,0,1,NaN,-1,6,1,3,0,0,-1,0.718514387,0.860528527,0.709667011,0.796453036,0,-1,benign
0,2,16,4.5,6,4.1875,2,19,12,0,0,0,0,0,0,0,0,0,0,100,10,83,83,2,2,2,0.83,0.02,0.2,0.1,8.3,0.024096385,0,-1,1,-1,0.7,-1,6,0,0,6,0,-1,74,9,6,0,55,-1,67,6,6,6,-1,0,0,4,0,12,-1,0.06,0,0.4,0,NaN,-1,5,1,2,0,0,-1,0.694594351,0.939794001,0.918863226,0.681210706,0,-1,benign
0,2,8,3,3,4.375,2,15,9,0,0,0,0,0,0,0,0,0,0,56,7,42,42,27,3,2,0.75,0.035714287,0.2857143,0.125,6,0.04761905,0,-1,4,-1,0.5714286,-1,0,0,0,0,0,-1,45,6,26,6,3,-1,11,3,8,8,-1,0,0,4,0,4,-1,0,0,0,0,0,-1,8,1,2,3,2,-1,0.693588248,0.898226518,0.769933633,0.75576407,0.821524595,-1,benign
65,2,14,5.5,8,13.5,2,30,25,9,0,9,0,1,3,0,3,0,0,148,12,129,129,2,2,71,0.8716216,0.47972974,5.9166665,0.08108108,10.75,0.5503876,0,-1,10,-1,0.75,65,28,0,26,0,2,2,101,11,74,7,5,53,40,8,10,10,0,0,1,3,0,9,1,0.189189189,0,0,0.233333333,0.025316456,0.028169014,15,1,1,11,10,9,0.676294592,0.860528527,0.789690082,0.70159087,0.648541752,0.661388867,benign
0,2,6,4.5,6,4.6666665,2,12,7,0,0,0,0,0,0,0,0,0,0,51,10,33,33,5,3,2,0.64705884,0.039215688,0.2,0.19607843,3.3,0.060606062,0,-1,2,-1,0.7,-1,0,0,0,0,0,-1,42,9,20,5,3,-1,13,6,8,8,-1,0,0,4,0,2,-1,0,0,0,0,0,-1,6,1,2,1,0,-1,0.738930404,1,0.753547462,1,1,-1,benign
15,2,5,7,11,4,2,7,3,0,0,0,0,0,0,0,0,0,0,59,15,37,37,2,2,27,0.62711865,0.45762712,1.8,0.2542373,2.4666667,0.7297297,0,-1,1,-1,0.8,10,13,0,-1,-1,-1,5,37,14,-1,-1,-1,10,36,11,10,10,10,0,2,2,0,0,3,0.220338983,0,0,0.361111111,NaN,0.185185185,7,1,-1,4,0,3,0.794327207,0.850607753,NaN,0.824009442,0,0.859793388,benign
0,2,11,7.5,12,5.181818,2,20,11,0,0,0,0,0,0,0,0,0,0,90,16,67,67,2,2,2,0.74444443,0.022222223,0.125,0.17777778,4.1875,0.029850746,0,-1,1,-1,0.8125,-1,7,0,-1,0,7,-1,69,15,-1,7,43,-1,58,12,11,11,-1,0,0,3,0,8,-1,0.077777778,0,0,0.120689655,NaN,-1,4,1,1,0,0,-1,0.696415635,0.9375,0.929896694,0.727371084,0,-1,benign
0,2,5,6.5,10,5.6,2,5,5,0,0,0,0,0,0,0,0,0,0,53,14,32,32,2,2,2,0.6037736,0.03773585,0.14285715,0.26415095,2.2857144,0.0625,0,-1,1,-1,0.78571427,-1,14,0,7,0,7,-1,31,13,8,6,0,-1,8,10,8,8,-1,0,0,5,0,0,-1,0.264150943,0,0.28,1,NaN,-1,6,1,3,0,0,-1,0.755784247,0.924957276,0.827729377,0.592906072,0,-1,benign
14,2,8,3,4,2.25,2,5,2,0,0,0,0,0,0,0,0,0,0,53,7,39,39,2,2,26,0.7358491,0.49056605,3.7142856,0.13207547,5.571429,0.6666667,0,-1,2,-1,0.71428573,8,14,0,-1,0,14,14,27,6,-1,7,10,0,29,4,4,4,0,0,2,2,0,3,3,0.264150943,0,0,0.368421053,0.482758621,0.538461538,8,1,-1,5,4,3,0.820049973,0.898226518,NaN,0.841993891,0.824285683,0.79744213,benign
0,2,12,6.5,10,5,2,19,8,0,0,0,0,0,0,0,0,0,0,93,14,72,72,2,2,2,0.7741935,0.021505376,0.14285715,0.15053764,5.142857,0.027777778,0,-1,1,-1,0.78571427,-1,6,0,0,0,6,-1,71,13,21,33,0,-1,40,10,16,16,-1,0,0,5,0,7,-1,0.064516129,0,0,1,NaN,-1,6,1,3,0,0,-1,0.680046048,0.887435914,0.669437224,0.871049064,0,-1,benign
0,2,11,4.5,6,4.7272725,2,19,10,0,0,0,0,0,0,0,0,0,0,79,10,62,62,2,2,2,0.7848101,0.025316456,0.2,0.12658228,6.2,0.032258064,0,-1,1,-1,0.7,-1,7,0,-1,0,7,-1,58,9,-1,5,40,-1,55,6,9,9,-1,0,0,3,0,8,-1,0.088607595,0,0,0.127272727,NaN,-1,4,1,1,0,0,-1,0.727995038,0.856863624,0.898226518,0.733849366,0,-1,benign
0,2,14,6.5,10,4,2,16,11,0,0,0,0,0,0,0,0,0,0,90,14,69,69,3,2,2,0.76666665,0.022222223,0.14285715,0.15555556,4.928571,0.028985508,0,-1,2,-1,0.78571427,-1,10,0,10,0,0,-1,63,13,41,3,2,-1,44,10,7,7,-1,0,0,7,0,7,-1,0.111111111,0,-1,-1,-1,-1,9,1,-1,-1,-1,-1,0.69678489,0.87327371,-1,-1,-1,-1,benign
0,2,11,5.5,8,3.5454545,2,8,4,0,0,0,0,0,0,0,0,0,0,69,12,50,50,2,2,2,0.7246377,0.028985508,0.16666667,0.17391305,4.1666665,0.04,0,-1,1,-1,0.75,-1,11,0,6,2,3,-1,43,11,0,0,28,-1,37,8,8,8,-1,0,0,5,0,6,-1,0.15942029,0,-1,-1,-1,-1,6,1,-1,-1,-1,-1,0.738789936,0.860528527,-1,-1,-1,-1,benign
1,3,9,4.3333335,8,2.8333333,3,9,5,0,0,0,0,0,0,0,0,0,0,52,15,30,30,2,2,6,0.5769231,0.115384616,0.4,0.28846154,2,0.2,0,-1,2,-1,0.6,1,1,0,-1,0,1,1,38,13,-1,17,4,0,21,8,5,5,0,0,1,3,0,4,1,0.019230769,0,0,0.142857143,NaN,0.166666667,6,2,1,2,0,1,0.74246691,0.816480016,0.82699282,1,0,1,benign
0,2,12,5.5,9,4.25,2,17,9,0,0,0,0,0,0,0,0,0,0,81,12,62,62,56,4,2,0.7654321,0.024691358,0.16666667,0.14814815,5.1666665,0.032258064,0,-1,2,-1,0.8333333,-1,5,0,-1,5,0,-1,61,11,-1,42,4,-1,56,9,10,10,-1,0,0,2,0,9,-1,0.061728395,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,0.739079038,0.860528527,-1,-1,-1,-1,benign
0,2,16,2.5,3,3.75,2,20,12,0,0,0,0,0,0,0,0,0,0,88,6,75,75,2,2,2,0.85227275,0.022727273,0.33333334,0.06818182,12.5,0.026666667,0,-1,1,-1,0.6666667,-1,4,0,0,4,0,-1,65,5,18,0,38,-1,46,3,9,9,-1,0,0,5,0,11,-1,0.045454545,0,0.137931034,0,NaN,-1,6,1,3,0,0,-1,0.703178855,1,0.827765382,0.717516727,0,-1,benign
0,2,6,6.5,10,4.1666665,2,7,7,0,0,0,0,0,0,0,0,0,0,51,14,30,30,2,2,2,0.5882353,0.039215688,0.14285715,0.27450982,2.142857,0.06666667,0,-1,1,-1,0.78571427,-1,0,0,0,0,0,-1,42,13,8,3,14,-1,16,10,8,8,-1,0,0,4,0,2,-1,0,0,0,0,NaN,-1,5,1,2,0,0,-1,0.715380257,0.798230986,0.835752348,0.831954883,0,-1,benign
0,2,6,9.5,16,4.3333335,2,6,6,0,0,0,0,0,0,0,0,0,0,58,20,31,31,2,2,2,0.5344828,0.03448276,0.1,0.3448276,1.55,0.06451613,0,-1,1,-1,0.85,-1,6,0,-1,-1,-1,-1,43,19,-1,-1,-1,-1,30,16,6,5,-1,0,0,2,0,4,-1,0.103448276,0,0,0.2,NaN,-1,3,1,-1,0,0,-1,0.761910869,0.84370662,NaN,0.81312147,0,-1,benign
0,2,12,8,13,3.8333333,2,14,6,0,0,0,0,0,0,0,0,0,0,83,17,58,58,2,2,2,0.6987952,0.024096385,0.11764706,0.20481928,3.4117646,0.03448276,0,-1,1,-1,0.8235294,-1,8,0,6,2,0,-1,59,16,0,0,38,-1,45,13,6,6,-1,0,0,5,0,7,-1,0.096385542,0,0.666666667,0,NaN,-1,6,1,3,0,0,-1,0.705778781,0.816441756,0.657019018,0.726763803,0,-1,benign
0,2,13,3.5,5,4.4615383,2,17,10,2,0,2,0,0,0,0,0,0,0,86,8,71,71,2,2,2,0.8255814,0.023255814,0.25,0.093023255,8.875,0.028169014,0,-1,1,-1,0.875,-1,19,4,0,7,8,-1,50,3,7,0,36,-1,53,2,8,8,-1,0,0,4,0,9,-1,0.220930233,0.5,0.411764706,0.150943396,NaN,-1,5,1,2,0,0,-1,0.752707641,0.916666667,0.816441756,0.795641531,0,-1,benign
0,2,11,6,8,3.090909,2,12,6,1,1,0,0,0,0,0,0,0,0,65,13,45,45,2,2,2,0.6923077,0.03076923,0.15384616,0.2,3.4615386,0.044444446,0,-1,1,-1,0.6923077,-1,2,2,-1,-1,-1,-1,48,10,-1,-1,-1,-1,43,4,5,5,-1,0,0,2,0,9,-1,0.030769231,0.153846154,0,0,NaN,-1,3,1,-1,0,0,-1,0.668399115,0.875274698,NaN,0.646407615,0,-1,benign
5,2,6,4.5,6,4.6666665,2,5,3,0,0,0,0,0,0,0,0,0,0,51,10,34,34,2,2,16,0.6666667,0.3137255,1.6,0.19607843,3.4,0.47058824,0,-1,1,-1,0.7,5,8,0,0,8,0,0,33,9,6,0,14,5,17,6,7,6,5,0,1,4,0,0,2,0.156862745,0,0.470588235,0,NaN,0,7,1,2,3,0,2,0.824990341,0.939794001,0.902789007,0.87400659,0,0.863204883,benign
0,2,5,7.5,12,5,2,8,5,0,0,0,0,0,0,0,0,0,0,52,16,29,29,7,5,2,0.5576923,0.03846154,0.125,0.30769232,1.8125,0.06896552,0,-1,2,-1,0.8125,-1,0,0,0,0,0,-1,44,15,13,7,5,-1,14,12,7,7,-1,0,0,3,0,2,-1,0,0,0,0,0,-1,5,1,1,1,0,-1,0.717045097,0.894454883,0.831954883,0.693282033,0.827729377,-1,benign
6,2,23,4.5,6,4.857143,2,42,27,2,0,2,0,0,0,0,0,0,0,154,10,136,136,2,2,13,0.8831169,0.084415585,1.3,0.064935066,13.6,0.09558824,0,-1,1,-1,0.7,6,8,0,-1,0,8,0,119,9,-1,7,98,6,126,6,10,10,6,0,1,3,0,18,1,0.051948052,0,0,0.063492063,NaN,0,6,1,1,2,0,1,0.632125477,0.856863624,0.879588002,0.620766893,0,0.875274698,benign
0,2,11,4.5,7,4.181818,2,13,10,2,0,2,2,0,1,0,1,1,0,73,10,56,56,43,4,2,0.7671233,0.02739726,0.2,0.1369863,5.6,0.035714287,0,-1,2,-1,0.8,-1,7,0,0,7,0,-1,52,9,6,29,4,-1,43,7,6,6,-1,0,0,3,0,8,-1,0.095890411,0,-1,-1,-1,-1,5,1,-1,-1,-1,-1,0.735664417,0.698970004,-1,-1,-1,-1,benign
13,2,8,3,4,2.25,2,5,2,0,0,0,0,0,0,0,0,0,0,52,7,38,38,2,2,25,0.7307692,0.48076922,3.5714285,0.13461539,5.428571,0.65789473,0,-1,2,-1,0.71428573,7,13,0,-1,0,13,13,27,6,-1,7,10,0,28,4,4,4,0,0,2,2,0,3,3,0.25,0,0,0.351351351,0.464285714,0.52,8,1,-1,5,4,3,0.840147021,0.898226518,NaN,0.874113147,0.869918257,0.849179007,benign
40,3,15,4.3333335,8,5.75,3,17,13,0,0,0,0,0,0,0,0,0,0,123,15,101,101,2,2,74,0.8211382,0.60162604,4.9333334,0.12195122,6.733333,0.7326733,0,-1,3,-1,0.6,22,28,0,0,0,28,28,72,13,8,12,35,8,78,8,12,12,5,0,5,3,0,6,9,0.227642276,0,0,0.307692308,0.358974359,0.378378378,16,2,1,11,10,9,0.711609178,0.748224543,0.939794001,0.741084087,0.735400785,0.722039391,benign
19,2,11,6,9,2.25,2,10,9,0,0,0,0,0,0,0,0,0,0,74,13,54,54,2,2,41,0.7297297,0.5540541,3.1538463,0.17567568,4.1538463,0.7592593,0,-1,2,-1,0.7692308,14,5,0,0,0,5,5,53,12,3,3,31,13,45,9,7,7,14,0,3,3,0,4,5,0.067567568,0,0,0.102040816,0.111111111,0.12195122,11,1,1,7,6,5,0.728378406,0.833699597,0.655458754,0.790003369,0.798592826,0.804153592,benign
10,2,8,3.5,5,2.6,2,8,5,1,0,1,0,0,0,0,0,0,0,52,8,37,37,2,2,19,0.71153843,0.3653846,2.375,0.15384616,4.625,0.5135135,0,-1,2,-1,0.75,6,5,0,-1,1,4,4,35,7,-1,9,15,6,23,5,6,6,6,0,2,2,0,3,3,0.096153846,0,0,0.138888889,0.173913043,0.210526316,8,1,-1,5,4,3,0.845577238,0.916666667,NaN,0.88848491,0.9038849,0.900880458,benign
13,2,11,6.5,10,5.571429,2,22,16,0,0,0,0,0,0,0,0,0,0,85,14,64,64,2,2,18,0.7529412,0.21176471,1.2857143,0.16470589,4.571429,0.28125,0,-1,2,-1,0.78571427,13,1,0,0,0,1,1,70,13,29,6,18,10,25,10,10,10,0,0,1,4,0,5,1,0.011764706,0,0,0.033333333,0.043478261,0.055555556,8,1,2,3,2,1,0.693164671,0.887435914,0.776675978,0.81312147,0.812481603,0.803421891,benign
0,2,8,7,11,4.125,2,4,4,0,0,0,0,0,0,0,0,0,0,62,15,40,40,16,3,2,0.6451613,0.032258064,0.13333334,0.24193548,2.6666667,0.05,0,-1,2,-1,0.8,-1,16,0,8,8,0,-1,35,14,7,7,3,-1,16,11,7,7,-1,0,0,5,0,3,-1,0.258064516,0,0.4,0.4,0,-1,7,1,3,1,0,-1,0.746206141,0.931744527,0.751155335,0.898715489,1,-1,benign
0,2,8,5.5,8,5.125,2,12,8,0,0,0,0,0,0,0,0,0,0,67,12,48,48,2,2,2,0.7164179,0.029850746,0.16666667,0.17910448,4,0.041666668,0,-1,1,-1,0.75,-1,7,0,0,0,7,-1,49,11,28,6,0,-1,22,8,9,9,-1,0,0,5,0,3,-1,0.104477612,0,0,1,NaN,-1,6,1,3,0,0,-1,0.711736095,0.860528527,0.709667011,0.656265789,0,-1,benign
0,2,8,5.5,8,5.25,2,11,6,0,0,0,0,0,0,0,0,0,0,68,12,49,49,2,2,2,0.7205882,0.029411765,0.16666667,0.1764706,4.0833335,0.040816326,0,-1,1,-1,0.75,-1,7,0,0,0,7,-1,50,11,28,7,0,-1,22,8,9,9,-1,0,0,5,0,3,-1,0.102941176,0,0,1,NaN,-1,6,1,3,0,0,-1,0.712927134,0.860528527,0.696786279,0.758039271,0,-1,benign
0,2,16,5,8,4.5,2,26,18,0,0,0,0,0,0,0,0,0,0,105,11,87,87,57,5,2,0.82857144,0.01904762,0.18181819,0.104761906,7.909091,0.022988506,0,-1,2,-1,0.8181818,-1,9,0,0,9,0,-1,77,10,21,37,5,-1,57,8,13,13,-1,0,0,4,0,12,-1,0.085714286,0,-1,-1,-1,-1,6,1,-1,-1,-1,-1,0.646276546,0.842328277,-1,-1,-1,-1,benign
17,2,9,5.5,8,NaN,2,5,5,0,0,0,0,0,0,0,0,0,0,52,12,33,33,2,2,31,0.63461536,0.59615386,2.5833333,0.23076923,2.75,0.93939394,0,-1,1,-1,0.75,8,2,0,-1,-1,-1,2,34,11,-1,-1,-1,14,32,8,8,8,8,1,5,2,0,1,9,0.038461538,0,-1,-1,-1,-1,12,1,-1,-1,-1,-1,0.765591823,0.860528527,-1,-1,-1,-1,benign
0,2,11,5.5,8,4.7272725,2,12,8,1,0,1,1,0,0,0,0,0,0,81,12,62,62,56,4,2,0.7654321,0.024691358,0.16666667,0.14814815,5.1666665,0.032258064,0,-1,2,-1,0.75,-1,14,0,-1,14,0,-1,53,11,-1,34,4,-1,56,8,9,9,-1,0,0,2,0,9,-1,0.172839506,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,0.737093654,0.953509509,-1,-1,-1,-1,benign
0,2,16,4,5,5.0625,2,25,13,0,0,0,0,0,0,0,0,0,0,113,9,97,97,2,2,2,0.8584071,0.017699115,0.22222222,0.07964602,10.777778,0.020618556,0,-1,1,-1,0.6666667,-1,5,0,0,0,5,-1,88,8,9,5,62,-1,78,5,10,10,-1,0,0,4,0,12,-1,0.044247788,0,-1,-1,-1,-1,5,1,-1,-1,-1,-1,0.653116074,0.929896694,-1,-1,-1,-1,benign
0,2,20,3.5,4,4.75,2,39,21,0,0,0,0,0,0,0,0,0,0,130,8,115,115,2,2,2,0.88461536,0.015384615,0.25,0.06153846,14.375,0.017391304,0,-1,1,-1,0.625,-1,0,0,-1,0,0,-1,106,7,-1,13,82,-1,99,4,13,13,-1,0,0,3,0,17,-1,0,0,0,0,NaN,-1,4,1,1,0,0,-1,0.602749425,0.916666667,0.722461941,0.603097548,0,-1,benign
0,2,17,7,11,2.9411764,2,17,9,1,1,0,0,0,0,0,0,0,0,88,15,66,66,60,4,2,0.75,0.022727273,0.13333334,0.17045455,4.4,0.030303031,0,-1,2,-1,0.8,-1,3,3,-1,0,0,-1,65,11,-1,46,4,-1,60,3,5,5,-1,0,0,2,0,15,-1,0.034090909,0.2,0,0,0,-1,4,1,-1,1,0,-1,0.63169547,0.79523358,NaN,0.627946835,1,-1,benign
0,2,11,3.5,5,4.3636365,2,14,9,0,0,0,0,0,0,0,0,0,0,74,8,59,59,2,2,2,0.7972973,0.027027028,0.25,0.10810811,7.375,0.033898305,0,-1,1,-1,0.875,-1,15,4,0,7,4,-1,44,3,7,0,30,-1,41,2,8,8,-1,0,0,4,0,7,-1,0.202702703,0.5,0.411764706,0.097560976,NaN,-1,5,1,2,0,0,-1,0.750984773,0.916666667,0.816441756,0.800071836,0,-1,benign
0,2,7,5.5,8,3.857143,2,7,3,0,0,0,0,0,0,0,0,0,0,53,12,33,33,2,2,2,0.6226415,0.03773585,0.16666667,0.2264151,2.75,0.060606062,0,-1,1,-1,0.75,-1,7,0,-1,0,7,-1,36,11,-1,5,15,-1,26,8,7,7,-1,0,0,3,0,4,-1,0.132075472,0,0,0.269230769,NaN,-1,4,1,1,0,0,-1,0.804716204,0.889471473,0.796453036,0.852714271,0,-1,benign
0,2,9,4.5,6,6.111111,2,24,9,0,0,0,0,0,0,0,0,0,0,80,10,63,63,5,3,2,0.7875,0.025,0.2,0.125,6.3,0.031746034,0,-1,2,-1,0.7,-1,0,0,0,0,0,-1,68,9,47,5,3,-1,21,6,14,14,-1,0,0,6,0,3,-1,0,0,0,0,0,-1,8,1,4,1,0,-1,0.666061245,1,0.667271256,1,1,-1,benign
0,2,11,7,11,5,2,11,8,7,0,7,0,0,6,0,6,0,0,87,15,65,65,2,2,2,0.74712646,0.022988506,0.13333334,0.1724138,4.3333335,0.03076923,0,-1,1,-1,0.8,-1,21,0,20,0,1,-1,52,14,30,4,0,-1,24,11,7,7,-1,0,0,11,0,0,-1,0.24137931,0,0.3125,1,NaN,-1,12,1,9,0,0,-1,0.695970259,0.89761679,0.712919711,NaN,0,-1,benign
0,2,8,6.5,10,4.5,2,14,7,0,0,0,0,0,0,0,0,0,0,65,14,44,44,2,2,2,0.6769231,0.03076923,0.14285715,0.21538462,3.142857,0.045454547,0,-1,1,-1,0.78571427,-1,1,0,-1,-1,-1,-1,52,13,-1,-1,-1,-1,42,10,8,8,-1,0,0,2,0,6,-1,0.015384615,0,0,0.023809524,NaN,-1,3,1,-1,0,0,-1,0.681690854,0.849914551,NaN,0.690304699,0,-1,benign
25,2,9,6,9,3,2,20,13,0,0,0,0,0,0,0,0,0,0,84,13,64,64,2,2,48,0.7619048,0.5714286,3.6923077,0.15476191,4.923077,0.75,0,-1,2,-1,0.7692308,20,1,0,0,0,1,1,68,12,4,5,43,22,52,9,8,8,20,0,3,3,0,2,5,0.011904762,0,0,0.017241379,0.019230769,0.020833333,12,1,1,8,7,6,0.712523925,0.859582436,0.871049064,0.741612605,0.751204733,0.732359416,benign
0,2,13,8,13,4.923077,2,19,14,0,0,0,0,0,0,0,0,0,0,101,17,77,77,2,2,2,0.76237625,0.01980198,0.11764706,0.16831683,4.529412,0.025974026,0,-1,1,-1,0.8235294,-1,12,0,6,2,4,-1,72,16,0,0,52,-1,64,13,11,11,-1,0,0,5,0,8,-1,0.118811881,0,0.666666667,0.0625,NaN,-1,6,1,3,0,0,-1,0.697268181,0.816441756,0.674566563,0.704687265,0,-1,benign
0,2,14,2.5,3,4.642857,2,22,17,0,0,0,0,0,0,0,0,0,0,91,6,78,78,2,2,2,0.85714287,0.021978023,0.33333334,0.06593407,13,0.025641026,0,-1,1,-1,0.6666667,-1,4,0,0,4,0,-1,70,5,18,0,43,-1,49,3,10,10,-1,0,0,5,0,9,-1,0.043956044,0,0.137931034,0,NaN,-1,6,1,3,0,0,-1,0.709136456,1,0.827765382,0.702499859,0,-1,benign
0,2,16,4,5,7.625,2,41,19,0,0,0,0,0,0,0,0,0,0,153,9,137,137,2,2,2,0.89542484,0.013071896,0.22222222,0.05882353,15.222222,0.01459854,0,-1,1,-1,0.6666667,-1,14,0,12,2,0,-1,120,8,55,0,53,-1,55,5,44,10,-1,0,0,10,0,6,-1,0.091503268,0,0.170731707,0,NaN,-1,11,1,8,0,0,-1,0.635944789,0.929896694,0.709316217,0.69958062,0,-1,benign
0,2,15,3.5,4,4.133333,2,16,11,0,0,0,0,0,0,0,0,0,0,92,8,77,77,2,2,2,0.8369565,0.02173913,0.25,0.08695652,9.625,0.025974026,0,-1,1,-1,0.625,-1,6,0,4,2,0,-1,67,7,0,0,56,-1,67,4,10,10,-1,0,0,4,0,11,-1,0.065217391,0,0.666666667,0,NaN,-1,5,1,2,0,0,-1,0.669915398,0.916666667,0.693126721,0.651403424,0,-1,benign
0,3,14,3,5,3.7857144,3,13,7,0,0,0,0,0,0,0,0,0,0,85,11,67,67,2,2,2,0.7882353,0.023529412,0.18181819,0.12941177,6.090909,0.029850746,0,-1,2,-1,0.54545456,-1,15,0,6,2,7,-1,51,9,0,0,38,-1,54,5,10,8,-1,0,0,5,0,9,-1,0.176470588,0,0.666666667,0.12962963,NaN,-1,7,2,3,0,0,-1,0.713832433,0.894885518,0.674566563,0.719213287,0,-1,benign
0,2,8,5.5,8,5,2,11,7,0,0,0,0,0,0,0,0,0,0,66,12,47,47,2,2,2,0.7121212,0.030303031,0.16666667,0.18181819,3.9166667,0.04255319,0,-1,1,-1,0.75,-1,7,0,0,0,7,-1,48,11,28,5,0,-1,22,8,9,9,-1,0,0,5,0,3,-1,0.106060606,0,0,1,NaN,-1,6,1,3,0,0,-1,0.732048606,0.860528527,0.719206853,0.898226518,0,-1,benign
0,2,8,3.5,5,5.125,2,12,7,0,0,0,0,0,0,0,0,0,0,64,8,49,49,2,2,2,0.765625,0.03125,0.25,0.125,6.125,0.040816326,0,-1,1,-1,0.875,-1,11,4,0,7,0,-1,41,3,7,0,27,-1,31,2,8,7,-1,0,0,4,0,4,-1,0.171875,0.5,0.411764706,0,NaN,-1,5,1,2,0,0,-1,0.776327304,0.916666667,0.845224173,0.833899201,0,-1,benign
10,2,8,5.5,8,5.8,2,16,6,0,0,0,0,0,0,0,0,0,0,76,12,57,57,2,2,23,0.75,0.3026316,1.9166666,0.15789473,4.75,0.40350878,0,-1,1,-1,0.75,7,10,0,-1,0,10,3,54,11,-1,5,34,7,50,8,13,13,7,0,2,3,0,2,3,0.131578947,0,0,0.2,NaN,0.130434783,8,1,1,4,0,3,0.756761541,0.889471473,0.796453036,0.78341257,0,0.86543886,benign
0,2,8,3.5,4,3.875,2,8,5,0,0,0,0,0,0,0,0,0,0,53,8,38,38,13,3,2,0.7169811,0.03773585,0.25,0.1509434,4.75,0.05263158,0,-1,2,-1,0.625,-1,0,0,0,0,0,-1,42,7,16,12,3,-1,13,4,8,8,-1,0,0,5,0,3,-1,0,0,0,0,0,-1,7,1,3,1,0,-1,0.77057517,0.916666667,0.826536953,0.91365275,1,-1,benign
0,2,10,2.5,3,4.5,2,15,6,0,0,0,0,0,0,0,0,0,0,67,6,54,54,13,4,2,0.80597013,0.029850746,0.33333334,0.08955224,9,0.037037037,0,-1,2,-1,0.6666667,-1,4,0,4,0,0,-1,50,5,25,12,4,-1,13,3,6,6,-1,0,0,6,0,4,-1,0.059701493,0,0.111111111,0,0,-1,8,1,4,1,0,-1,0.674083743,1,0.757575381,0.840125022,1,-1,benign
